airtable_id,project_code,artist,title,title_status,release,unit_price,currency,price_status,price_bucket,max_revenue,edition_size,unit_status,units_target,max_order_qty,edition_type,launch_type,business_unit,product_type,made_to_order,tl_length,project_status,product_variants,campaign_type,sales_approach,launch_date,launch_time,announce_date,private_room_date,tl_end_date,launch_date_status,quarter,preorder_window,medium,medium_status,dimensions,signed_numbered_dated,signature_type,hand_finished,framing,artist_tier,artist_genre,new_or_repeat,expected_sellthrough,target_sellthrough,artist_profit_per_unit,aa_profit_per_unit,aa_revenue_share,aa_profit_share,frame_conversion,frame_profit_per_unit,marketing_lead
2500,AIWEIWEI-2500,Ai Weiwei,"Coloured Vase (Green, Blue and Red)",Confirmed,AiWeiweiNVase25,3900,EUR,Confirmed,,0,,Confirmed,,,TLC,Timed,Limited,Mid cost 3D edition,,7 days,04. In production,,,,2025-08-28,2025-08-28T13:00:00.000Z,,,2025-09-04,Date confirmed (fully confirmed with artist),2025-Q3,,"Polished, nickel-plated brass vase sculpture with tinted lacquer finish",,21 x 23 x 23cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2211,AIWEIWEI-2211,Ai Weiwei,Coloured Vase (Red),Confirmed,AiWeiweiNVase25,1300,EUR,Confirmed,,206700,159,TL expected units confirmed,300,,TLC,Timed,Limited,Mid cost 3D edition,,7 days,04. In production,,,,2025-08-28,2025-08-28T13:00:00.000Z,,,2025-09-04,Date confirmed (fully confirmed with artist),2025-Q3,,"Polished, nickel-plated, solid metal vase sculpture with a tinted lacquer finish",Confirmed,21 x 23 x 23cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2499,AIWEIWEI-2499,Ai Weiwei,Coloured Vase (Silver and Gold),Confirmed,AiWeiweiNVase25,2600,EUR,Confirmed,,0,,Confirmed,,,TLC,Timed,Limited,Mid cost 3D edition,,7 days,04. In production,,,,2025-08-28,2025-08-28T13:00:00.000Z,,,2025-09-04,Date confirmed (fully confirmed with artist),2025-Q3,,"Polished, nickel-plated brass vase sculpture with tinted lacquer finish",,21 x 23 x 23cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
1993,AIWEIWEI-1993,Ai Weiwei,Coloured Vase (Silver),Confirmed,AiWeiweiNVase25,1300,EUR,Confirmed,,239200,184,TL expected units confirmed,300,,TLC,Timed,Limited,Mid cost 3D edition,,7 days,04. In production,,,,2025-08-28,2025-08-28T13:00:00.000Z,,,2025-09-04,Date confirmed (fully confirmed with artist),2025-Q3,,"Polished, nickel-plated, solid metal vase sculpture",Confirmed,21 x 23 x 23cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2508,AIWEIWEI-2508,Ai Weiwei,"Coloured Vase (Silver, Gold, Green, Blue and Red)",Confirmed,AiWeiweiNVase25,6500,EUR,Confirmed,,0,,Confirmed,,,TLC,Timed,Limited,Mid cost 3D edition,,7 days,04. In production,,,,2025-08-28,2025-08-28T13:00:00.000Z,,,2025-09-04,Date confirmed (fully confirmed with artist),2025-Q3,,"Polished, nickel-plated brass vase sculpture with tinted lacquer finish",,21 x 23 x 23cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2301,GLENNBROW-2301,Glenn Brown,A Sailor on the Bed,Confirmed,GlennBrowTwo25,1000,EUR,Confirmed,,27000,27,TL expected units confirmed,150,,TL,Timed,Limited,Hybrid print,,7 days,09. Fully completed,,,,2025-09-16,2025-09-16T13:00:00.000Z,,,2025-09-23,Date confirmed (fully confirmed with artist),2025-Q3,true,Archival pigment print with satin varnish seal on Somerset Tub Sized Satin White 410gsm paper.,Confirmed,68.39 x 47 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
2283,GLENNBROW-2283,Glenn Brown,Higher Than the Sun,Confirmed,GlennBrowTwo25,1000,EUR,Confirmed,,34000,34,TL expected units confirmed,150,,TL,Timed,Limited,Hybrid print,,7 days,09. Fully completed,,,,2025-09-16,2025-09-16T13:00:00.000Z,,,2025-09-23,Date confirmed (fully confirmed with artist),2025-Q3,true,Archival pigment print with satin varnish seal on Somerset Tub Sized Satin White 410gsm paper.,Confirmed,68.39 x 47 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
2510,GLENNBROW-2510,Glenn Brown,Higher Than the Sun and A Sailor on the Bed,Confirmed,GlennBrowTwo25,2000,EUR,Confirmed,,0,0,Confirmed,,,TL,Timed,Limited,Hybrid print,,7 days,09. Fully completed,,,,2025-09-16,2025-09-16T13:00:00.000Z,,,2025-09-23,Date confirmed (fully confirmed with artist),2025-Q3,true,Archival pigment print with satin varnish seal on Somerset Tub Sized Satin White 410gsm paper.,,68.39 x 47 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
1270,CLEONPETE-1270,Cleon Peterson,Shame,Confirmed,CleonPeterTimed25,650,EUR,Confirmed,,183950,283,Confirmed,225,,TLC,Timed,Timed,Low cost 3D edition,Candidate,48 hours,09. Fully completed,,BAU,,2025-09-17,2025-09-17T16:00:00.000Z,2025-08-19,,2025-09-19,Date confirmed (fully confirmed with artist),2025-Q3,,Resin sculpture with a matte black finish and base,Confirmed,24.4 x 14.7 x 25.5cm,Edition number and artist’s signature engraved on base,Engraved signature,,No framing option,Tier 3,Very hype,REPEAT,0.6,,,,,,,,
2361,TOMOKAZUM-2361,Tomokazu Matsuyama,Morning Sun Dance,Confirmed,TomoKazumShaped25,5000,EUR,Confirmed,,300000,60,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-29,2025-09-22T16:00:00.000Z,2025-09-09,,,Date confirmed (fully confirmed with artist),2025-Q3,,"Archival Pigment Print with silkscreen embellishments, including satin & high-gloss varnishes and shimmer irridescent finishes, printed on Somerset Enhanced Satin 330gsm and cut to bespoke shape. Mounted in a white, bespoke contoured frame.",Confirmed,90 x 72.9cm,Signed & numbered bottom center on the front,Signed by Artist,,Full Edition Framed,Tier 2,,REPEAT,,,,,,,,,
2437,HARLANDMI-2437,Harland Miller,I Am The One I've Been Waiting For,Confirmed,HarlandMiQu25,8000,EUR,Confirmed,,200000,25,Confirmed,25,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,24 colour silkscreen on Somerset Tub Sized Radiant White 600gsm paper,Confirmed,86 x 59.3 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2439,HARLANDMI-2439,Harland Miller,I'll Never Forget What I Can't Remember,Confirmed,HarlandMiQu25,8000,EUR,Confirmed,,200000,25,Confirmed,25,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,23 colour silkscreen on Somerset Tub Sized Radiant White 600gsm paper,Confirmed,86 x 59.3 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2440,HARLANDMI-2440,Harland Miller,Love Saves The Day,Confirmed,HarlandMiQu25,8000,EUR,Confirmed,,200000,25,Confirmed,25,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,26 colour silkscreen on Somerset Tub Sized Radiant White 600gsm paper,Confirmed,86.0 x 59.5 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2438,HARLANDMI-2438,Harland Miller,Not Giving Into Willpower,Confirmed,HarlandMiQu25,8000,EUR,Confirmed,,200000,25,Confirmed,25,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,24 colour silkscreen on Somerset Tub Sized Radiant White 600gsm paper,Confirmed,86 x 59.3 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2517,HARLANDMI-2517,Harland Miller,The Final Five,Confirmed,HarlandMiQu25,40000,EUR,Confirmed,,0,,Confirmed,,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,,Confirmed,86.0 x 59.5 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2397,HARLANDMI-2397,Harland Miller,This Is Where It's Fuckin At,Confirmed,HarlandMiQu25,8000,EUR,Confirmed,,200000,25,Confirmed,25,,PE,Draw,Limited,Silkscreen print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T13:00:00.000Z,2025-08-29,,,Date confirmed (fully confirmed with artist),2025-Q3,true,26 colour silkscreen on Somerset Tub Sized Radiant White 600gsm paper,Confirmed,86 x 59.3 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2450,KUKWONWOO-2450,Kukwon Woo,Waterfall (Amida),Confirmed,KukwonWooRep25,1500,EUR,Confirmed,,75000,50,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2276,KUKWONWOO-2276,Kukwon Woo,Waterfall (Kirifuri),Confirmed,KukwonWooRep25,1500,EUR,Confirmed,,75000,50,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,2025-09-02,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2515,KUKWONWOO-2515,Kukwon Woo,Waterfall (Kirifuri) & Waterfall (Amida),Confirmed,KukwonWooRep25,3000,EUR,Confirmed,,0,0,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2516,KUKWONWOO-2516,Kukwon Woo,"Waterfall (Kirifuri), Waterfall (Amida), Waterfall (Ono), Waterfall (Rōben)",Confirmed,KukwonWooRep25,6000,EUR,Confirmed,,0,0,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2449,KUKWONWOO-2449,Kukwon Woo,Waterfall (Ono),Confirmed,KukwonWooRep25,1500,EUR,Confirmed,,75000,50,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2514,KUKWONWOO-2514,Kukwon Woo,Waterfall (Ono) & Waterfall (Rōben),Confirmed,KukwonWooRep25,3000,EUR,Confirmed,,0,0,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2451,KUKWONWOO-2451,Kukwon Woo,Waterfall (Rōben),Confirmed,KukwonWooRep25,1500,EUR,Confirmed,,75000,50,Confirmed,,,PE,Draw,Limited,Hybrid print,,n/a,09. Fully completed,,,,2025-09-30,2025-09-30T09:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q3,true,13 layer textured archival pigment print with 3 layers of spot gloss varnish printed on 1650 micron heritage conservation board,Confirmed,52.1 x 41.6 cm,Signed by the artist. Individually numbered and dated.,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2673,HARLANDMI-2673,Harland Miller,"XXX, 2023 [ICA Inventory prints Large]",,,11500,EUR,Confirmed,,57500,5,,,,PE,Private,Limited,,,,09. Fully completed,,,,2025-10-08,,,,,,2025-Q4,true,16 colour silkscreen print on Somerset Radiant White Tub Sized 410gsm Paper,Confirmed,150 x 108.5 cm,,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2674,HARLANDMI-2674,Harland Miller,"XXX, 2023 [ICA Inventory prints Small]",,,8000,EUR,Confirmed,,112000,14,,,,PE,Private,Limited,,,,07. QCd,,,,2025-10-08,,,,,,2025-Q4,true,16 colour silkscreen print on Somerset Radiant White Tub Sized 410gsm Paper,Confirmed,96.7 x 70 cm,,,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2413,AHMEDMATE-2413,Ahmed Mater,Magnetism 25,Confirmed,AhmedMatMagnet25,4000,EUR,Confirmed,,160000,40,Confirmed,,,PE,Auction,Limited,Digital print,,,09. Fully completed,,,,2025-10-21,2025-10-21T09:00:00.000Z,2025-09-22,,,Date confirmed (fully confirmed with artist),2025-Q4,true,"Textured archival pigment print with 258 layers of texture for the central piece and 25 layers for the surrounding details, printed on 410gsm Somerset Tub Sized Radiant White paper.",Confirmed,43 x 43 cm,"Signed in the lower left-hand corner, with the year '2025.'",Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2359,SIRJOANC-2359,Sir Joan Cornellà,Work Hard and Then Die,Confirmed,SirJoanCTL25,600,EUR,Confirmed,,295200,492,TL expected units pending,200,,TL,Timed,Limited,Hybrid print,,24 hours,09. Fully completed,,,,2025-10-23,2025-10-23T11:00:00.000Z,2025-10-10,,2025-10-24,Date confirmed (fully confirmed with artist),2025-Q4,true,UV pigment print with phosphorescent glow-in-the-dark silkscreen detail and matte varnish seal on Somerset Tub Sized Radiant White 410gsm paper.,Confirmed,60 x 43.3 cm,signed/numbered/dated on front,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2286,MAURIZIOC-2286,Maurizio Cattelan,We are the Revolution,Confirmed,MaurizioCRev25,1500,EUR,Confirmed,,1500000,1000,Confirmed,,,SE,Draw,Limited,Mid cost 3D edition,,n/a,07. QCd,,,,2025-10-24,2025-10-24T16:00:00.000Z,2025-09-23,,,Date confirmed (fully confirmed with artist),2025-Q4,true,"Individually hand-painted resin sculpture, mounted on a single nail. Suitable for the majority of surfaces when installed with care, though not recommended for brick, stone or tile.",Confirmed,23 x 6 x 6cm,"Hand-written edition number, with the total edition of 1,000 engraved on the back.",No authentication,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2416,HARMONIAR-2416,Harmonia Rosales,Eve and the Orishas,Confirmed,HarmoniaRTwo25,650,EUR,Confirmed,,154700,238,TL expected units pending,150,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-10-29,2025-10-29T17:00:00.000Z,2025-10-09,,2025-10-31,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with a matte varnish seal on Somerset TS RW 410 gsm paper,Confirmed,70 x 57 cm,"Signed and dated bottom right, numbered bottom left",Signed by Artist,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
2651,HARMONIAR-2651,Harmonia Rosales,Eve and the Orishas & Portrait of Eve,Confirmed,HarmoniaRTwo25,1125,EUR,Confirmed,,0,0,TL expected units pending,,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-10-29,2025-10-29T17:00:00.000Z,,,2025-10-31,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with silkscreen shimmer detail and a matte varnish seal on Somerset TS RW 410 gsm paper,Confirmed,"70 x 57 cm, 58 x 57.9 cm","Signed and dated bottom right, numbered bottom left",Signed by Artist,,,Tier 3,,REPEAT,,,,,,,,,
2348,HARMONIAR-2348,Harmonia Rosales,Portrait of Eve,Confirmed,HarmoniaRTwo25,600,EUR,Confirmed,,127200,212,TL expected units pending,200,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-10-29,2025-10-29T17:00:00.000Z,,,2025-10-31,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with silkscreen shimmer detail and a matte varnish seal on Somerset TS RW 410 gsm paper,Confirmed,58 x 57.9 cm,"Signed and dated bottom right, numbered bottom left",Signed by Artist,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
1898,ALEXKATZ-1898,Alex Katz,Ada Ada,Confirmed,AlexKatzH225,5000,EUR,Confirmed,,1000000,200,Confirmed,,,PE,Draw,Timed,Silkscreen print,,n/a,09. Fully completed,,,,2025-10-30,,2025-10-01,,,Date confirmed (fully confirmed with artist),2025-Q4,,26 colour silkscreen made from hand drawn films on 410gsm Somerset Tub Sized Rough Textured Satin White paper,Confirmed,45 x 90 cm,Signed on the lower right-hand corner of the print,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
1860,JAMESJEAN-1860,James Jean,Sun Tarot Nebula (& Print),Confirmed,JamesJeanSun25,1000,EUR,Confirmed,,111000,111,Confirmed,100,24.64,TLC,Timed,Timed,Low cost 3D edition,,"1,337",07. QCd,,Priority,,2025-10-31,,,,,Date confirmed (fully confirmed with artist),2025-Q4,,Resin sculpture with a multi-layer pearlescent painted finish,Confirmed,24.5 x 23.0 x 21.5cm,-14%,-34%,,182,Tier 1,,REPEAT,,,,,,,,,
2526,JAMESJEAN-2526,James Jean,Sun Tarot Nebula Nectar (& Print),Confirmed,JamesJeanSun25,1000,EUR,Confirmed,,44000,44,Confirmed,100,,TLC,Timed,Timed,Low cost 3D edition,,7 days,07. QCd,,Priority,,2025-10-31,2025-10-31T17:00:00.000Z,,,2025-11-07,Date confirmed (fully confirmed with artist),2025-Q4,true,Resin sculpture with a multi-layer pearlescent painted finish,Confirmed,24.5 x 23.0 x 21.5cm,Signature & edition number engraved on base of sculpture,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2528,JAMESJEAN-2528,James Jean,Sun Tarot Nebula Nectar (print),Confirmed,JamesJeanSun25,310,EUR,Confirmed,,19840,64,Confirmed,100,,TL,Timed,Limited,Hybrid print,,7 days,07. QCd,,,,2025-10-31,2025-10-31T17:00:00.000Z,,,2025-11-07,Date confirmed (fully confirmed with artist),2025-Q4,true,"Archival pigment print with silkscreen spot gloss varnish on Hahnemuhle Photo Rag Bright White 310gsm paper, die-cut to bespoke shape",Confirmed,31.8 x 22.6cm,Signed by artist via bespoke signature stickers,Signed with sticker,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2527,JAMESJEAN-2527,James Jean,Sun Tarot Nebula Pollen (& Print),Confirmed,JamesJeanSun25,1000,EUR,Confirmed,,39000,39,Confirmed,100,,TLC,Timed,Timed,Low cost 3D edition,,7 days,07. QCd,,Priority,,2025-10-31,2025-10-31T17:00:00.000Z,,,2025-11-07,Date confirmed (fully confirmed with artist),2025-Q4,true,Resin sculpture with a multi-layer pearlescent painted finish,Confirmed,24.5 x 23.0 x 21.5cm,Signature & edition number engraved on base of sculpture,Engraved signature,,No framing option,Tier 1,,REPEAT,,,,,,,,,
2511,JAMESJEAN-2511,James Jean,⁠Sun Tarot Nebula (print),Confirmed,JamesJeanSun25,310,EUR,Confirmed,,49600,160,Confirmed,100,12.02,TLC,Timed,Limited,Hybrid print,,,07. QCd,,,,2025-10-31,,2025-10-20,,,Date confirmed (fully confirmed with artist),2025-Q4,,"Archival pigment print with silkscreen spot gloss varnish on Hahnemuhle Photo Rag Bright White 310gsm paper, die-cut to bespoke shape",Confirmed,31.8 x 22.6cm,-60%,21%,,,Tier 1,,REPEAT,,,,,,,,,
2529,JAMESJEAN-2529,James Jean,⁠Sun Tarot Nebula Pollen (print),Confirmed,JamesJeanSun25,310,EUR,Confirmed,,16740,54,Confirmed,100,,TL,Timed,Limited,Hybrid print,,7 days,07. QCd,,,,2025-10-31,2025-10-31T17:00:00.000Z,,,2025-11-07,Date confirmed (fully confirmed with artist),2025-Q4,true,"Archival pigment print with silkscreen spot gloss varnish on Hahnemuhle Photo Rag Bright White 310gsm paper, die-cut to bespoke shape",Confirmed,31.8 x 22.6cm,Signed by artist via bespoke signature stickers,Signed with sticker,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2105,CINDYSHER-2105,Cindy Sherman,Untitled,Confirmed,CindySherTL25,1300,EUR,Confirmed,,817700,629,Confirmed,850,,TL,Timed,Limited,Digital print,,7 days,07B. Frames at WHSE,,,,2025-11-11,2025-11-11T17:00:00.000Z,2025-10-30,,2025-11-18,Date confirmed (fully confirmed with artist),2025-Q4,true,Digital C-print on Fujicolor Crystal Archive Type DPII paper.,Confirmed,"Each print= 40.64 x 23.81 cm, three prints per set",signed on reverse of middle print. each print hand numbered / labelled on reverse,Signed with sticker,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2270,AIWEIWEI-2270,Ai Weiwei,Forever Bicycle (Blue & Silver),Confirmed,AiWeiweiLE25,2000,EUR,Confirmed,,200000,100,Confirmed,,,PE,Draw,Limited,Silkscreen print,,,09. Fully completed,,,,2025-11-17,2025-07-01T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q4,true,3 layer silkscreen print on Somerset 410gsm Somerset Tub Sized Radiant White paper with silver metal leaf embellishment,Confirmed,75 x 75cm,Signed in silver pen bottom right; numbered bottom left,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2271,AIWEIWEI-2271,Ai Weiwei,Forever Bicycle (Red & Gold),Confirmed,AiWeiweiLE25,2000,EUR,Confirmed,,200000,100,Confirmed,,,PE,Draw,Limited,Silkscreen print,,,09. Fully completed,,,,2025-11-17,2025-07-01T13:00:00.000Z,2025-10-22,,,Date confirmed (fully confirmed with artist),2025-Q4,true,3 layer silkscreen print on Somerset 410gsm Somerset Tub Sized Radiant White paper with gold metal leaf embellishment,Confirmed,75 x 75cm,Signed in gold pen bottom right; numbered bottom left,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
2670,AIWEIWEI-2670,Ai Weiwei,Forever Bicycle (Red & Gold) & Forever Bicycle (Blue & Silver),Pending,AiWeiweiLE25,4000,EUR,Confirmed,,0,0,Confirmed,,,PE,Draw,Limited,Silkscreen print,,,07. QCd,,,,2025-11-17,2025-07-01T13:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q4,true,3 layer silkscreen print on Somerset 410gsm Somerset Tub Sized Radiant White paper with gold metal leaf embellishment 3 layer silkscreen print on Somerset 410gsm Somerset Tub Sized Radiant White paper with silver metal leaf embellishment,Confirmed,75 x 75cm,Signed bottom right; numbered bottom left,Signed by Artist,,Framed on order,Tier 1,,REPEAT,,,,,,,,,
1823,JUDYCHICA-1823,Judy Chicago,Reincarnation Triptych,Confirmed,JudyTriptych25,2500,EUR,Confirmed,,125000,50,Confirmed,,,PE,Draw,Timed,Silkscreen print,,n/a,09. Fully completed,,,,2025-11-25,2025-11-25T17:00:00.000Z,2025-10-27,,,Date confirmed (fully confirmed with artist),2025-Q4,,"24-colour silkscreen print with matte, satin and sparkle gloss spot varnishes on Somerset 410gsm Somerset Tub Sized Radiant White paper, finished with deckled edges",Confirmed,44 x 105cm,Signed bottom right; numbered bottom left,Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2441,KEITAMORI-2441,Keita Morimoto,Evening Embers,Confirmed,KeitaMorTL25,675,EUR,Confirmed,,292275,433,TL expected units pending,250,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-12-09,2025-12-09T10:00:00.000Z,,,2025-12-11,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with silkscreen printed gold shimmer details and a matte varnish seal on Somerset TS White 410gsm paper,Confirmed,65 x 53.3 cm,"Signed and dated, bottom right, numbered bottom left",Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2456,KEITAMORI-2456,Keita Morimoto,Jewel Box,Confirmed,KeitaMorTL25,625,EUR,Confirmed,,103750,166,TL expected units pending,250,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-12-09,2025-12-09T10:00:00.000Z,,,2025-12-11,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with silkscreen printed gold shimmer details and a matte varnish seal on Somerset TS White 410gsm paper,Confirmed,52 x 42.1 cm,"Signed and dated, bottom right, numbered bottom left",Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2754,KEITAMORI-2754,Keita Morimoto,Jewel Box & Evening Embers,Confirmed,KeitaMorTL25,1170,EUR,Confirmed,,0,0,TL expected units pending,250,,TL,Timed,Limited,Hybrid print,,48 hours,09. Fully completed,,,,2025-12-09,2025-12-09T10:00:00.000Z,,,2025-12-11,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print with silkscreen printed gold shimmer details and a matte varnish seal on Somerset TS Radiant White 410gsm paper,Confirmed,"65 x 53.3 cm , 52 x 42.1 cm","Signed and dated, bottom right, numbered bottom left",Signed by Artist,,Framed on order,Tier 2,,REPEAT,,,,,,,,,
2360,WILLIAMBL-2360,William Blake,Night the First,Confirmed,WilliamBlLE25,350,EUR,Confirmed,,2100,6,Confirmed,,,PE,Draw,Limited,Digital print,,,09. Fully completed,,,,2025-12-12,2025-12-02T14:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print on Hahnemühle Photo Rag Bright White 310gsm paper,Confirmed,48.9cm x 40.8cm,"Stamped, bottom right hand corner",Signed with stamp,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
2779,WILLIAMBL-2779,William Blake,"Night the First, Night the Second, Night the Third",Confirmed,WilliamBlLE25,945,EUR,Confirmed,,0,0,Confirmed,,,PE,Draw,Limited,Digital print,,,09. Fully completed,,,,2025-12-12,2025-12-02T14:00:00.000Z,,,,Date confirmed (fully confirmed with artist),2025-Q4,true,Archival pigment print on Hahnemühle Photo Rag Bright White 310gsm paper,Confirmed,"48.9cm x 39.7cm, 48.9cm x 40.5cm, 48.9cm x 39.7cm","Stamped, bottom right hand corner",Signed with stamp,,Framed on order,Tier 3,,REPEAT,,,,,,,,,
